,Name,Core Name,Core Class,Core Subclass,Core Number,BGC,Organism,End product SMILES,Metabolite list,Base Prediction,Prediction Score
200,BGC0000536,nisQ_lanthipeptide,lanthipeptide,Class I,1,Unknown,Lactococcus lactis,C=C(NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H](NC(=O)C(=C)NC(=O)[C@@H]1CSC(C)C2NC(=O)[C@H](C)NC(=O)C(NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]3CSC(C)C(NC(=O)[C@H](CCCCN)NC(=O)[C@@H]4CSC(C)C(NC(=O)[C@@H]5CSC[C](NC(=O)[C@@H](NC(=O)C(=C)NC(=O)C(=CC)NC(=O)[C@@H](N)[C@@H](C)CC)[C@@H](C)CC)C(=O)N[C@@H](CC(C)C)C(=O)N5)C(=O)N5CCC[C@H]5C(=O)NCC(=O)N4)C(=O)NCC(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)NCC(=O)N3)C(C)SC[C@H](NC2=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(C)C)C(C)C)C(=O)N[C@@H](CCCCN)C(=O)O,"['BGC0000536_prepeptide_c', 'BGC0000536_dehydrated_peptide_c', 'BGC0000536_cyclic_peptide_c', 'BGC0000536_core_peptide_c', 'BGC0000536_1_mature_peptide_c']",,
201,BGC0000535,nisA_lanthipeptide,lanthipeptide,Class I,1,['nisin biosynthetic gene cluster'],Lactococcus lactis subsp. lactis,C=C(NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H](NC(=O)C(=C)NC(=O)[C@@H]1CSC(C)C2NC(=O)[C@H](C)NC(=O)C(NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]3CSC(C)C(NC(=O)[C@H](CCCCN)NC(=O)[C@@H]4CSC(C)C(NC(=O)[C@@H]5CSC[C](NC(=O)[C@@H](NC(=O)C(=C)NC(=O)C(=CC)NC(=O)[C@@H](N)[C@@H](C)CC)[C@@H](C)CC)C(=O)N[C@@H](CC(C)C)C(=O)N5)C(=O)N5CCC[C@H]5C(=O)NCC(=O)N4)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)NCC(=O)N3)C(C)SC[C@H](NC2=O)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N1)[C@@H](C)CC)C(C)C)C(=O)N[C@@H](CCCCN)C(=O)O,"['BGC0000535_prepeptide_c', 'BGC0000535_dehydrated_peptide_c', 'BGC0000535_cyclic_peptide_c', 'BGC0000535_core_peptide_c', 'BGC0000535_1_mature_peptide_c']",0.8079739625711961,0.9712879409351928
202,BGC0000534,mukA__lanthipeptide,lanthipeptide,Class II,4,['lantibiotic mutacin K8 gene locus'],Streptococcus mutans,C=C1NC(=O)[C@H]([C@@H](C)CC)NC(=O)C(NC(=O)[C@H](CC(N)=O)NC(=O)C(=C)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)CN)C(C)SC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CC(N)=O)C(=O)NC2CSC[C@@H]3NC(=O)C(CSC[C@@H](C(=O)O)NC3=O)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)NC2=O)NC(=O)[C@H](CC(=O)O)NC(=O)C(=C)NC1=O,"['BGC0000534_prepeptide_c', 'BGC0000534_dehydrated_peptide_c', 'BGC0000534_cyclic_peptide_c', 'BGC0000534_core_peptide_c', 'BGC0000534_4_mature_peptide_c']",,
203,BGC0000534,mukA3_lanthipeptide,lanthipeptide,Class II,3,['lantibiotic mutacin K8 gene locus'],Streptococcus mutans,C=C(NC(=O)[C@@H]1CSCC2NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]3CSC(C)C(NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@@H](N)CCSC)C(C)C)C(=O)N[C@@H]([C@@H](C)CC)C(=O)NC(CSC[C@H](NC(=O)C(=CC)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc4ccccc4)NC(=O)[C@H](C)NC(=O)[C@H](Cc4c[nH]c5ccccc45)NC2=O)C(=O)N1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCC(=O)O)C(=O)N3)C(=O)O,"['BGC0000534_prepeptide_c', 'BGC0000534_dehydrated_peptide_c', 'BGC0000534_cyclic_peptide_c', 'BGC0000534_core_peptide_c', 'BGC0000534_3_mature_peptide_c']",,
204,BGC0000534,mukA2_lanthipeptide,lanthipeptide,Class II,2,['lantibiotic mutacin K8 gene locus'],Streptococcus mutans,CC=C1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCSC)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]2CSC(C)C(NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)[C@H](C)N)C(C)C)[C@@H](C)CC)C(=O)N[C@@H]([C@@H](C)CC)C(=O)NC(C(=O)N[C@@H](CCC(N)=O)C(=O)NCC(=O)N2)C(C)SC[C@@H](C(=O)O)NC1=O,"['BGC0000534_prepeptide_c', 'BGC0000534_dehydrated_peptide_c', 'BGC0000534_cyclic_peptide_c', 'BGC0000534_core_peptide_c', 'BGC0000534_2_mature_peptide_c']",,
205,BGC0000534,mukA1_lanthipeptide,lanthipeptide,Class II,1,['lantibiotic mutacin K8 gene locus'],Streptococcus mutans,C=C(NC(=O)[C@@H]1CSCC2NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]3CSC(C)C(NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@@H](N)CCSC)C(C)C)C(=O)N[C@@H]([C@@H](C)CC)C(=O)NC(CSC[C@H](NC(=O)C(=CC)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc4ccccc4)NC(=O)[C@H](C)NC(=O)[C@H](Cc4c[nH]c5ccccc45)NC2=O)C(=O)N1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCC(=O)O)C(=O)N3)C(=O)O,"['BGC0000534_prepeptide_c', 'BGC0000534_dehydrated_peptide_c', 'BGC0000534_cyclic_peptide_c', 'BGC0000534_core_peptide_c', 'BGC0000534_1_mature_peptide_c']",,
206,BGC0000533,mutA__lanthipeptide,lanthipeptide,Class I,2,Unknown,Streptococcus mutans,C=C(N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)NCC(=O)N[C]1CSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)NC(=C)C(=O)N[C@H](C(=O)N[C]2CSC[C@@H]3NC(=O)[C@H](Cc4ccc(O)cc4)NC(=O)[C](CSC=CNC3=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc3ccccc3)NC2=O)C(C)C)[C@@H](C)CC)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc2ccccc2)NC1=O)C(C)C,"['BGC0000533_prepeptide_c', 'BGC0000533_dehydrated_peptide_c', 'BGC0000533_lan_d_tailored_peptide_c', 'BGC0000533_cyclic_peptide_c', 'BGC0000533_core_peptide_c', 'BGC0000533_2_mature_peptide_c']",,
207,BGC0000533,mutA_lanthipeptide,lanthipeptide,Class I,1,Unknown,Streptococcus mutans,C=C(NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C]1CSC[C@@H](C(=O)NC2C(=O)N3CCC[C@H]3C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NC(=CC)C(=O)NCC(=O)N[C]3CSC[C@@H]4NC(=O)[C@H](Cc5ccc(O)cc5)NC(=O)[C](CSC=CNC4=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc4ccccc4)NC3=O)CSC2C)NC(=O)[C@H](CC(C)C)NC1=O,"['BGC0000533_prepeptide_c', 'BGC0000533_dehydrated_peptide_c', 'BGC0000533_lan_d_tailored_peptide_c', 'BGC0000533_cyclic_peptide_c', 'BGC0000533_core_peptide_c', 'BGC0000533_1_mature_peptide_c']",,
208,BGC0000532,mutA_lanthipeptide,lanthipeptide,Class II,1,Unknown,Streptococcus mutans,CC=C(NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(N)=O)C(C)C)C(C)C)C(=O)N[C@H](C(=O)NC1CSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(N)=O)C(=O)NC2CSC[C@@H]3NC(=O)C(NC(=O)[C@H](Cc4ccccc4)NC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc4c[nH]cn4)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc4c[nH]c5ccccc45)NC2=O)C(C)SC[C@@H](C(=O)O)NC3=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O)C(C)C,"['BGC0000532_prepeptide_c', 'BGC0000532_dehydrated_peptide_c', 'BGC0000532_cyclic_peptide_c', 'BGC0000532_core_peptide_c', 'BGC0000532_1_mature_peptide_c']",,
209,BGC0000531,mutA__lanthipeptide,lanthipeptide,Class I,2,Unknown,Streptococcus mutans,C=C(N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)NCC(=O)NC(=C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C]1CSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)NC(=CC)C(=O)NC(=C)C(=O)N[C@H](C(=O)N[C]2CSC[C@@H]3NC(=O)[C@H](Cc4ccc(O)cc4)NC(=O)[C](CSC=CNC3=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc3ccccc3)NC2=O)C(C)C)NC(=O)[C@H]([C@@H](C)CC)NC1=O)C(C)C,"['BGC0000531_prepeptide_c', 'BGC0000531_dehydrated_peptide_c', 'BGC0000531_lan_d_tailored_peptide_c', 'BGC0000531_cyclic_peptide_c', 'BGC0000531_core_peptide_c', 'BGC0000531_2_mature_peptide_c']",,
210,BGC0000531,mutA_lanthipeptide,lanthipeptide,Class I,1,Unknown,Streptococcus mutans,C=C(NC(=O)[C@@H](N)Cc1ccccc1)C(=O)NC(=C)C(=O)N[C@@H](CC(C)C)C(=O)N[C]1CSC[C@@H](C(=O)N[C]2CSC[C@@H](C(=O)NC(=CC)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N3CCC[C@H]3C(=O)N[C]3CSC[C@@H]4NC(=O)[C@H](Cc5ccc(O)cc5)NC(=O)[C](CSC=CNC4=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc4ccccc4)NC3=O)C(C)C)NC(=O)CNC(=O)[C@H](CC(C)C)NC2=O)NC(=O)[C@H](CC(C)C)NC1=O,"['BGC0000531_prepeptide_c', 'BGC0000531_dehydrated_peptide_c', 'BGC0000531_lan_d_tailored_peptide_c', 'BGC0000531_cyclic_peptide_c', 'BGC0000531_core_peptide_c', 'BGC0000531_1_mature_peptide_c']",,
211,BGC0000530,SMU76_03165_lanthipeptide,lanthipeptide,Class I,2,Unknown,Streptococcus mutans N66,C=C(N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)NCC(=O)NC(=C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C]1CSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)NC(=CC)C(=O)NC(=C)C(=O)N[C@@H](C)C(=O)N[C]2CSC[C@@H]3NC(=O)[C@H](Cc4ccc(O)cc4)NC(=O)[C](CSC[C@@H](C(=O)O)NC3=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc3ccccc3)NC2=O)NC(=O)[C@H]([C@@H](C)CC)NC1=O)C(C)C,"['BGC0000530_prepeptide_c', 'BGC0000530_dehydrated_peptide_c', 'BGC0000530_cyclic_peptide_c', 'BGC0000530_core_peptide_c', 'BGC0000530_2_mature_peptide_c']",,
212,BGC0000530,SMU76_03160_lanthipeptide,lanthipeptide,Class I,1,Unknown,Streptococcus mutans N66,C=C(NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C]1CSC[C@@H](C(=O)NC2C(=O)N3CCC[C@H]3C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)NC(=CC)C(=O)NCC(=O)N[C]3CSC[C@@H]4NC(=O)[C@H](Cc5ccc(O)cc5)NC(=O)[C](CSC[C@@H](C(=O)O)NC4=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc4ccccc4)NC3=O)CSC2C)NC(=O)[C@H](Cc2ccccc2)NC1=O,"['BGC0000530_prepeptide_c', 'BGC0000530_dehydrated_peptide_c', 'BGC0000530_cyclic_peptide_c', 'BGC0000530_core_peptide_c', 'BGC0000530_1_mature_peptide_c']",,
213,BGC0000529,mibA_lanthipeptide,lanthipeptide,Class I,1,"['tta leucine codon, possible target for bldA regulation']",Microbispora corallina,C=C1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C](NC(=O)C(=CC)NC(=O)[C@@H](N)C(C)C)CSC[C@@H](C(=O)NC2C(=O)N3CCC[C@H]3C(=O)NCC(=O)N[C@H](C(=O)NC(=CC)C(=O)N[C]3CSC[C@@H]4NC(=O)[C@H](CC(N)=O)NC(=O)[C](CSC=CNC(=O)[C@@H]5CSC[C](NC4=O)C(=O)N[C@@H](Cc4ccccc4)C(=O)N5)NC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]4CCCN4C3=O)CSC2C)NC(=O)[C@H](CC(C)C)NC1=O,"['BGC0000529_prepeptide_c', 'BGC0000529_dehydrated_peptide_c', 'BGC0000529_lan_d_tailored_peptide_c', 'BGC0000529_cyclic_peptide_c', 'BGC0000529_core_peptide_c', 'BGC0000529_1_mature_peptide_c']",0.7681263460157932,0.9042089985486212
214,BGC0000528,CMM_1967_lanthipeptide,lanthipeptide,Class II,1,Unknown,Clavibacter michiganensis subsp. michiganensis NCPPB 382,C=C(N)C(=O)NC1CSC[C@@H]2NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)CNC(=O)C(CSC[C@@H]3NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H]([C@@H](C)CC)NC(=O)C(NC(=O)CNC(=O)[C@@H]4CSC(C)C(NC(=O)[C@H](CC(C)C)NC(=O)C(=CC)NC2=O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCC(=O)O)C(=O)N4)C(C)SC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)NC(=O)[C@H](C)NC3=O)NC1=O,"['BGC0000528_prepeptide_c', 'BGC0000528_dehydrated_peptide_c', 'BGC0000528_cyclic_peptide_c', 'BGC0000528_core_peptide_c', 'BGC0000528_1_mature_peptide_c']",0.8390041493775934,0.932300163132137
215,BGC0000527,mrsA_lanthipeptide,lanthipeptide,Class II,1,Unknown,Bacillus sp. HIL-Y85/54728,CC=C1NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(=O)O)NC(=O)CN)CSC(C)C(C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@H](C(=O)N[C@H]2CSC(C)C(C(=O)N[C@@H](CC(C)C)C(=O)NC3C(=O)NC4CSC=CNC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CSC3C)NC(=O)[C@H](CCC(=O)O)NC4=O)NC2=O)C(C)C)NC(=O)[C@H](Cc2ccccc2)NC1=O,"['BGC0000527_prepeptide_c', 'BGC0000527_dehydrated_peptide_c', 'BGC0000527_lan_d_tailored_peptide_c', 'BGC0000527_cyclic_peptide_c', 'BGC0000527_core_peptide_c', 'BGC0000527_1_mature_peptide_c']",0.6983718937446444,0.888695652173913
216,BGC0000526,allorf_14551_14658_lanthipeptide,lanthipeptide,Class II,4,['macedocin gene cluster'],Streptococcus macedonicus,C=C(NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCCCN)[C@@H](C)CC)[C@@H](C)CC)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)NC1CSC[C@@H](C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H]([C@@H](C)CC)NC1=O)[C@@H](C)CC,"['BGC0000526_prepeptide_c', 'BGC0000526_dehydrated_peptide_c', 'BGC0000526_cyclic_peptide_c', 'BGC0000526_core_peptide_c', 'BGC0000526_4_mature_peptide_c']",,
217,BGC0000526,mcdA1_lanthipeptide,lanthipeptide,Class II,3,['macedocin gene cluster'],Streptococcus macedonicus,CC=C(NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CNC(=O)[C@H](C)N)C(C)C)C(=O)N[C@H](C(=O)NC1CSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CC(N)=O)C(=O)NC2CSC[C@@H]3NC(=O)C(CSC[C@@H](C(=O)O)NC3=O)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)NC2=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC1=O)[C@@H](C)CC,"['BGC0000526_prepeptide_c', 'BGC0000526_dehydrated_peptide_c', 'BGC0000526_cyclic_peptide_c', 'BGC0000526_core_peptide_c', 'BGC0000526_3_mature_peptide_c']",,
218,BGC0000526,mcdA__lanthipeptide,lanthipeptide,Class II,2,['macedocin gene cluster'],Streptococcus macedonicus,C=C(NC(=O)[C@@H]1CSC(C)C2NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@@H]3CSC(C)C(NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc4ccccc4)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)CN)C(C)C)C(=O)N[C@@H]([C@@H](C)CC)C(=O)NC(CSC[C@H](NC(=O)C(=CC)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc4ccccc4)NC(=O)[C@H](C)NC(=O)[C@H](Cc4c[nH]c5ccccc45)NC2=O)C(=O)N1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCC(=O)O)C(=O)N3)C(=O)O,"['BGC0000526_prepeptide_c', 'BGC0000526_dehydrated_peptide_c', 'BGC0000526_cyclic_peptide_c', 'BGC0000526_core_peptide_c', 'BGC0000526_2_mature_peptide_c']",,
219,BGC0000526,mcdA_lanthipeptide,lanthipeptide,Class II,1,['macedocin gene cluster'],Streptococcus macedonicus,C=C(NC(=O)[C@@H]1CSC(C)C2NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@@H]3CSC(C)C(NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc4ccccc4)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)CN)C(C)C)C(=O)N[C@@H]([C@@H](C)CC)C(=O)NC(CSC[C@H](NC(=O)C(=CC)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc4ccccc4)NC(=O)[C@H](C)NC(=O)[C@H](Cc4c[nH]c5ccccc45)NC2=O)C(=O)N1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCC(=O)O)C(=O)N3)C(=O)O,"['BGC0000526_prepeptide_c', 'BGC0000526_dehydrated_peptide_c', 'BGC0000526_cyclic_peptide_c', 'BGC0000526_core_peptide_c', 'BGC0000526_1_mature_peptide_c']",,
220,BGC0000525,lchA1_lanthipeptide,lanthipeptide,Class II,2,['lantibiotic gene cluster'],Bacillus licheniformis,C=C1NC(=O)[C@H](CC(C)C)NC(=O)C(NC(=O)[C@@H](NC(=O)C(N)=CC)[C@@H](C)CC)C(C)SC[C@@H](C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)NC2CSC[C@@H](C(=O)NC3C(=O)N[C@@H](C(C)C)C(=O)NC4C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CSC3C)C(=O)N[C@@H](CCSC)C(=O)N3CCC[C@H]3C(=O)NC(=C)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)O)CSC4C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H]3CCCN3C(=O)[C@H](CCCCN)NC2=O)[C@@H](C)CC)NC(=O)C(=CC)NC1=O,"['BGC0000525_prepeptide_c', 'BGC0000525_dehydrated_peptide_c', 'BGC0000525_cyclic_peptide_c', 'BGC0000525_core_peptide_c', 'BGC0000525_2_mature_peptide_c']",,
221,BGC0000525,lchA2_lanthipeptide,lanthipeptide,Class II,1,['lantibiotic gene cluster'],Bacillus licheniformis,C=C1NC(=O)C(NC(=O)C(=CC)NC(=O)C(=CC)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)C(=CC)NC(=O)C(=CC)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CC(N)=O)C(C)C)CSC[C@@H](C(=O)N[C@H](C(=O)NC(=CC)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@H](C(=O)NC(=CC)C(=O)N[C@H](C(=O)NC2CSC[C@@H](C(=O)N3CCC[C@H]3C(=O)NC3C(=O)NC4C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CSC3C)C(=O)NC(=CC)C(=O)NC(=C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)O)CSC4C)NC(=O)[C@H](CC(C)C)NC(=O)C(=C)NC(=O)[C@H](C)NC2=O)C(C)C)C(C)C)[C@@H](C)CC)NC(=O)C(=CC)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,"['BGC0000525_prepeptide_c', 'BGC0000525_dehydrated_peptide_c', 'BGC0000525_cyclic_peptide_c', 'BGC0000525_core_peptide_c', 'BGC0000525_1_mature_peptide_c']",,
222,BGC0000523,lasA_lanthipeptide,lanthipeptide,Class II,1,['insertion sequence IS1519R'],Latilactobacillus sakei,C=C(NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CCCNC(=N)N)C(C)C)C(=O)NC(=C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NC(=C)C(=O)NC(=CC)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)NC(=C)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)NC(=C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)NC(=CC)C(=O)N[C@@H](C)C(=O)NC(=C)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NC1CSC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NC2CSC[C@@H](C(=O)O)NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC2=O)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(=O)O)NC1=O)C(C)C)C(C)C)C(C)C)C(C)C,"['BGC0000523_prepeptide_c', 'BGC0000523_dehydrated_peptide_c', 'BGC0000523_cyclic_peptide_c', 'BGC0000523_core_peptide_c', 'BGC0000523_1_mature_peptide_c']",0.8473400154202004,0.9093655589123867
223,BGC0000521,AAC72262.1_lanthipeptide,lanthipeptide,Class II,2,Unknown,Lactococcus lactis subsp. lactis,NC(=O)C[C@@H]1NC(=O)C(N)CSC[C@@H](C(=O)NCC(=O)O)NC(=O)CNC1=O,"['BGC0000521_prepeptide_c', 'BGC0000521_dehydrated_peptide_c', 'BGC0000521_cyclic_peptide_c', 'BGC0000521_core_peptide_c', 'BGC0000521_2_mature_peptide_c']",0.3217522658610272,0.3640483383685801
